,id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,_3_4_methylenedioxyphenylacetone,_4f_mdmb_butinaca,_5f_adb,_5f_mdmb_pica,abime,acetylcodeine,acetylthebaol,acide_4_hydroxybutanoique,acide_benzoique,acide_borique,adb_butinaca,amidon,aminopyrine,amoxycilline,amphetamine,benzocaine,benzoylecgonine,bicarbonate_de_sodium,bicarbonates,buprenorphine,cafeine,cannabidiol,cannabigerol,cannabinol,cbd,cbn,cis_cinnamoylcocaine,clonazepam,clotrimazole,cocaine,codeine,couleur,couleur_exterieur,couleur_exterieur_1,couleur_exterieur_2,couleur_interieur,creatine,delta8_tetrahydrocannabinol,delta9_tetrahydrocannabinol,description_de_l_objet,dextromethorphane,diametre,diltiazem,dimethylterephtalate,diphenydramine,ecgonidine,ecgoninemethylester,epaisseur,etiquette,forme,fub_amb,gammabutyrolactone,glucose,griseofulvine,guaifenesine,hauteur,heroine,hydroxyzine,ibuprofene,inositol,isoleucine,ketamine,lactitol,lactose,largeur,leucine,levamisole,lidocaine,logo,longueur,maltose,mannitol,masse,mdmb_4en_pinaca,meconine,methamphetamine,methylecgonidine,monoacetylmorphine,morphine,nicotine,n_methyl_tryptamine,nom_de_logo,norcocaine,noscapine,numero_echantillon,o3_monoacetylmorphine_,o6_monoacetylmorphine,ovule,oxycodone,papaverine,paracetamol,phenacetine,piracetam,presentation,procaine,pv8,saccharose,secabilite_recto,secabilite_verso,sorbitol,talc,taux_cbd,taux_cbn,terephtalates,tetracaine,tramadol,trans_cinnamoylcocaine,tropacocaine,type_drogue,uree,valine,vanilline,visqueux
12297,12375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vëtements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,Objet,,,,,,,,,,,,,,,Cocaïne,,,,
12298,12376,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,Morceaux,,,,,,,,2,1,,,,,,Cannabis,,,,
12299,12377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12300,12378,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,77.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Non,,,,,,,,,,,,,,,,11,,,0,,,,0,,,,,,,,,,,,,,,,,Cocaïne,,,,
12301,12379,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,0,,,,,,,,,3,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
12302,12380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100204,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12303,12381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100206,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12304,12382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100209,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12305,12383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100210,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12306,12384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100213,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12307,12385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100205,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12308,12386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100208,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12309,12387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100211,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12310,12388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100212,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12311,12389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100207,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12312,12390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,S-1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12313,12391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,"Vina Ocucaje Peru, Marqués de Caceres",,,2-1,,,,,,,,,Liquide,,,,,,,,,,,,,,,Cocaïne,,,,
12314,12392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,"Vina Ocucaje Peru, Marqués de Caceres",,,2-2,,,,,,,,,Liquide,,,,,,,,,,,,,,,Cocaïne,,,,
12315,12393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,16283,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12316,12394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,16284,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12317,12395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,16285,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12318,12396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,16286,,,,,,,,,Plantes,,,,,,,,,,,,,,,Cannabis,,,,
12319,12397,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,38,,,,,,,,,19.8,Oui,,,,,,,,,,,,,,,,51.8,,,,Oui,101.9,,,96,,,,,,,,,Cherry Grapefruit,,,22_100246,,,,,,,,,Plaquette,,,,,,,,0.9,0.4,,,,,,Cannabis,,,,
12320,12398,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,38,,,,,,,,,19.8,Oui,,,,,,,,,,,,,,,,51.8,,,,Oui,101.9,,,96,,,,,,,,,Cherry Grapefruit,,,22_100248,,,,,,,,,Plaquette,,,,,,,,0.9,0.4,,,,,,Cannabis,,,,
12321,12399,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,39,,,,,,,,,20.3,Oui,,,,,,,,,,,,,,,,51.1,,,,Oui,100.3,,,96,,,,,,,,,LemonChello Haze,,,22_100247,,,,,,,,,Plaquette,,,,,,,,0.9,0.3,,,,,,Cannabis,,,,
12322,12400,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,39,,,,,,,,,20.3,Oui,,,,,,,,,,,,,,,,51.1,,,,Oui,100.3,,,96,,,,,,,,,LemonChello Haze,,,22_100249,,,,,,,,,Plaquette,,,,,,,,0.9,0.3,,,,,,Cannabis,,,,
12323,12401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12324,12402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12325,12403,,,,,,,,,,,,,,,,,,,,,,,28.7,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,,,,,,,Non,,,,,,,,,,,,,,,5.8,4963,,,0,,,47.3,,,,,,,,,,,,,,,,,,Héroïne,,,,
12326,12404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12327,12405,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,Sommités,,,,,,,,5,,,,,,,Cannabis,,,,
12328,12406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12329,12407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,Non,,,,,,,,,,,,,,,,I1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12330,12408,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,2,,,,,,,,,Sommités,,,,,,,,10.9,,,,,,,Cannabis,,,,
12331,12409,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,3,,,,,,,,,Sommités,,,,,,,,11.7,,,,,,,Cannabis,,,,
12332,12410,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,5,,,,,,,,,Sommités,,,,,,,,4.2,,,,,,,Cannabis,,,,
12333,12411,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,8,,,,,,,,,Sommités,,,,,,,,5.5,,,,,,,Cannabis,,,,
12334,12412,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,11,,,,,,,,,Sommités,,,,,,,,11.8,,,,,,,Cannabis,,,,
12335,12413,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,14,,,,,,,,,Sommités,,,,,,,,9.4,,,,,,,Cannabis,,,,
12336,12414,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,17,,,,,,,,,Sommités,,,,,,,,10.6,,,,,,,Cannabis,,,,
12337,12415,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,19,,,,,,,,,Sommités,,,,,,,,6.2,,,,,,,Cannabis,,,,
12338,12416,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,21,,,,,,,,,Sommités,,,,,,,,4.9,,,,,,,Cannabis,,,,
12339,12417,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,38,,,,,,,,,Morceaux,,,,,,,,33,2,,,,,,Cannabis,,,,
12340,12418,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,39,,,,,,,,,Morceaux,,,,,,,,15.2,0,,,,,,Cannabis,,,,
12341,12419,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,40,,,,,,,,,Morceaux,,,,,,,,31.7,0,,,,,,Cannabis,,,,
12342,12420,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,41,,,,,,,,,Morceaux,,,,,,,,34.4,2.3,,,,,,Cannabis,,,,
12343,12421,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,42,,,,,,,,,Morceaux,,,,,,,,38.8,0,,,,,,Cannabis,,,,
12344,12422,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,Morceaux,,,,,,,,1,0,,,,,,Cannabis,,,,
12345,12423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12346,12424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12347,12425,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,43,,,,,,,,,Morceaux,,,,,,,,17.8,0,,,,,,Cannabis,,,,
