,id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,_3_4_methylenedioxyphenylacetone,_4f_mdmb_butinaca,_5f_adb,_5f_mdmb_pica,abime,acetylcodeine,acetylthebaol,acide_4_hydroxybutanoique,acide_benzoique,acide_borique,adb_butinaca,amidon,aminopyrine,amoxycilline,amphetamine,benzocaine,benzoylecgonine,bicarbonate_de_sodium,bicarbonates,buprenorphine,cafeine,cannabidiol,cannabigerol,cannabinol,cbd,cbn,cis_cinnamoylcocaine,clonazepam,clotrimazole,cocaine,codeine,couleur,couleur_exterieur,couleur_exterieur_1,couleur_exterieur_2,couleur_interieur,creatine,delta8_tetrahydrocannabinol,delta9_tetrahydrocannabinol,description_de_l_objet,dextromethorphane,diametre,diltiazem,dimethylterephtalate,diphenydramine,ecgonidine,ecgoninemethylester,epaisseur,etiquette,forme,fub_amb,gammabutyrolactone,glucose,griseofulvine,guaifenesine,hauteur,heroine,hydroxyzine,ibuprofene,inositol,isoleucine,ketamine,lactitol,lactose,largeur,leucine,levamisole,lidocaine,logo,longueur,maltose,mannitol,masse,mdmb_4en_pinaca,meconine,methamphetamine,methylecgonidine,monoacetylmorphine,morphine,nicotine,n_methyl_tryptamine,nom_de_logo,norcocaine,noscapine,numero_echantillon,o3_monoacetylmorphine_,o6_monoacetylmorphine,ovule,oxycodone,papaverine,paracetamol,phenacetine,piracetam,presentation,procaine,pv8,saccharose,secabilite_recto,secabilite_verso,sorbitol,talc,taux_cbd,taux_cbn,terephtalates,tetracaine,tramadol,trans_cinnamoylcocaine,tropacocaine,type_drogue,uree,valine,vanilline,visqueux
17957,18818,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23152,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17958,18819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23151,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17959,18820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23150,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17960,18821,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23149,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17961,18822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23534,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17962,18823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23023,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17963,18824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22985,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17964,18825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22985,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17965,18826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22985,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17966,18827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22985,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17967,18828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22985,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17968,18829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,Blanche,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,creation auto import otaries 22984,,,,,,,38,,,,,0,,,,,,,,,,,,Cocaïne,,,,
17969,18830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,Blanche,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,creation auto import otaries 22984,,,,,,,38,,,,,0,,,,,,,,,,,,Cocaïne,,,,
17970,18831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,Blanche,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,creation auto import otaries 22984,,,,,,,38,,,,,0,,,,,,,,,,,,Cocaïne,,,,
17971,18832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,Blanche,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,creation auto import otaries 22984,,,,,,,38,,,,,0,,,,,,,,,,,,Cocaïne,,,,
17972,18833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,Blanche,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,creation auto import otaries 22984,,,,,,,38,,,,,0,,,,,,,,,,,,Cocaïne,,,,
17973,18835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22916,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17974,18836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22915,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17975,18837,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22970,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17976,18838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22967,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17977,18839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22965,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17978,18840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23305,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17979,18841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22829,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17980,18842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,creation auto import otaries 22821,,,,,,,2,,,,,,,,,,,,,,,,,Cocaïne,,,,
17981,18843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22830,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17982,18844,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,66,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22804,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17983,18845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22789,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17984,18846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22788,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17985,18847,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,74,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22787,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17986,18848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22786,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17987,18849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,creation auto import otaries 22785,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17988,18850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22753,,,,,,,10,,,,,,,,,,,,,,,,,Cocaïne,,,,
17989,18851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22752,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17990,18852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22751,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17991,18853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22750,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17992,18855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22679,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17993,18856,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,85,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 22709,,,,,,1,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17994,18857,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22617,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17995,18859,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,85,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 22709,,,,,,1,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17996,18860,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,85,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 22709,,,,,,1,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17997,18861,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,85,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 22709,,,,,,1,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17998,18862,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,85,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 22709,,,,,,1,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17999,18863,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,85,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 22709,,,,,,1,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18000,18864,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,85,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 22709,,,,,,1,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18001,18865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 22583,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18002,18866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22582,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18003,18867,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,67,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22581,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18004,18868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,Blanche,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22557,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18005,18869,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,85,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 22709,,,,,,1,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18006,18870,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,85,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 22709,,,,,,1,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18007,18871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22432,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18008,18872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22431,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18009,18873,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,49,,Blanche,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 22429,,,,,,,4,,,,,,,,,,,,,,,,,Cocaïne,,,,
18010,18874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 22428,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18011,18875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 22410,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18012,18876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 22409,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18013,18877,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,60,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22406,,,,,,,20,,,,,,,,,,,,,,,,,Cocaïne,,,,
18014,18878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 22359,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18015,18879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22345,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18016,18881,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,46,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22319,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18017,18882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 22318,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18018,18883,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,57,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1,,,,,,,,,,,,,,,,,creation auto import otaries 22317,,,,,,,14,,,0,,,,,,,,,,,,,,Cocaïne,,,,
18019,18884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22316,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18020,18885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 22265,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18021,18886,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,25,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,creation auto import otaries 22261,,,,,,,47,,,,,,,,,,,,,,,,,Cocaïne,,,,
18022,18887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 22245,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18023,18888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22244,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18024,18889,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 22243,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18025,18890,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22250,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18026,18891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22249,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18027,18892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22248,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18028,18893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22246,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18029,18895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22280,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18030,18896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22226,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18031,18897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22198,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18032,18898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22197,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18033,18899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22213,,,,,,,10,,,,,,,,,,,,,,,,,Cocaïne,,,,
18034,18900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22212,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18035,18901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22211,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18036,18902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22401,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18037,18904,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,66,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 22093,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18038,18905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22092,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18039,18906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22208,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18040,18908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 21998,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18041,18909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 21996,,,,,,,6,,,,,,,,,,,,,,,,,Cocaïne,,,,
18042,18910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 21991,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18043,18911,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 21990,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18044,18912,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22080,,,,,,,27,,,,,,,,,,,,,,,,,Cocaïne,,,,
18045,18913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22078,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
18046,18914,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,50,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,,creation auto import otaries 21981,,,,,,,1,,,,,,,,,,,,,,,,,Cocaïne,,,,
18047,18915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 22034,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
