id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,abime,amphetamine,cafeine,couleur,couleur_exterieur,couleur_interieur,diametre,epaisseur,forme,hauteur,largeur,lidocaine,logo,masse,methamphetamine,nom_de_logo,numero_echantillon,ovule,phenacetine,secabilite_recto,secabilite_verso,type_drogue,visqueux
2,,,,,,Blanche,,,,,,,,,Non,,,,20_053933,0,,,,Amphétamine et dérivés,
36,23.9,,Non,,,,Beige,,11.09,4.31,Circulaire,,,,Oui,450,,W volkswagen SR,AT5,,,Aucune,Aucune,Amphétamine et dérivés,
39,,,,8.5,89.8,Blanc Cassé,,,,,,,,,Non,,,,30-1,0,,,,Amphétamine et dérivés,
41,42,,Non,,,,Violet,,15,9.1,Circulaire,,,,Oui,450,,coca cola,2,,,Aucune,Demi,Amphétamine et dérivés,
58,100,,,,,Beige,,,,,,,,,Non,,,,P1A,0,,,,Amphétamine et dérivés,
59,100,,,,,Beige,,,,,,,,,Non,,,,P2A,0,,,,Amphétamine et dérivés,
60,100,,,,,Beige,,,,,,,,,Non,,,,P4A,0,,,,Amphétamine et dérivés,
61,100,,,,,Beige,,,,,,,,,Non,,,,P6A,0,,,,Amphétamine et dérivés,
62,100,,,,,Beige,,,,,,,,,Non,,,,P7A,0,,,,Amphétamine et dérivés,
63,100,,,,,Beige,,,,,,,,,Non,,,,P8A,0,,,,Amphétamine et dérivés,
64,100,,,,,Beige,,,,,,,,,Non,,,,P10A,0,,,,Amphétamine et dérivés,
65,51.6,,Non,,,,Grise,,,5.6,Autre,13,9.3,,Non,489,,,P11A,,,Aucune,Aucune,Amphétamine et dérivés,
66,51.6,,Non,,,,Grise,,,5.6,Autre,13,9.3,,Non,489,,,P12A,,,Aucune,Aucune,Amphétamine et dérivés,
67,51.6,,Non,,,,Grise,,,5.6,Autre,13,9.3,,Non,489,,,P13A,,,Aucune,Aucune,Amphétamine et dérivés,
68,51.6,,Non,,,,Grise,,,5.6,Autre,13,9.3,,Non,489,,,P14A,,,Aucune,Aucune,Amphétamine et dérivés,
69,51.6,,Non,,,,Grise,,,5.6,Autre,13,9.3,,Non,489,,,P15A,,,Aucune,Aucune,Amphétamine et dérivés,
71,,,,100,,Blanche,,,,,,,,,Non,,,,6B,0,,,,Amphétamine et dérivés,
72,,,,93.5,,Blanche,,,,,,,,,Non,,,,7B,0,,,,Amphétamine et dérivés,
73,,,,85.1,,Blanche,,,,,,,,,Non,,,,8B,0,,,,Amphétamine et dérivés,
74,,,,88.5,,Blanche,,,,,,,,,Non,,,,9B,0,,,,Amphétamine et dérivés,
75,,,,88.5,,Blanche,,,,,,,,,Non,,,,10B,0,,,,Amphétamine et dérivés,
76,,,,88.5,,Blanche,,,,,,,,,Non,,,,1B,0,,,,Amphétamine et dérivés,
77,,,,91.4,,Blanche,,,,,,,,,Non,,,,2B,0,,,,Amphétamine et dérivés,
78,,,,91.4,,Blanche,,,,,,,,,Non,,,,3B,0,,,,Amphétamine et dérivés,
79,,,,91.4,,Blanche,,,,,,,,,Non,,,,4B,0,,,,Amphétamine et dérivés,
80,,,,91.4,,Blanche,,,,,,,,,Non,,,,5B,0,,,,Amphétamine et dérivés,
113,50,,Non,,,,Bleue,,10,4,Circulaire,,,,Oui,500,,speedy gonzales,3,,,Autre,Aucune,Amphétamine et dérivés,
149,,,,8.5,89.8,Blanc Cassé,,,,,,,,,Non,,,,30-1,0,,,,Amphétamine et dérivés,
163,27,,Non,,,,Grise,Grise,,5.18,Triangulaire,10.04,10.55,,Oui,408,,Mitsubishi,AT1,,,Aucune,Aucune,Amphétamine et dérivés,
164,23.9,,Non,,,,Beige,Beige,11.09,4.31,Circulaire,,,,Oui,450,,W Volkswagen  R,AT5,,,Aucune,Aucune,Amphétamine et dérivés,
165,23.9,,Non,,,,Beige,Beige,11.07,3.51,Circulaire,,,,Oui,382,,W Volksvagen   PABLO ESCOBAR,AT6,,,Aucune,Demi,Amphétamine et dérivés,
166,21,,Non,,,,Vert,Vert,11.13,4.18,Circulaire,,,,Oui,407,,W Volksvagen   R,AT7,,,Aucune,Aucune,Amphétamine et dérivés,
167,22.5,,Non,,,,Vert,Vert,11.1,3.84,Circulaire,,,,Oui,403,,W Volksvagen   PABLO ESCOBAR,AT8,,,Aucune,Demi,Amphétamine et dérivés,
168,29.8,,Non,,,,Blanche,Blanche,,4.62,Rectangulaire / Carré,6.06,12.13,,Oui,413,,domino,AT9,,,Aucune,Aucune,Amphétamine et dérivés,
169,97.7,,,,,Beige,,,,,,,,,Non,,,,AT10,0,,,,Amphétamine et dérivés,
170,97.7,,,,,Beige,,,,,,,,,Non,,,,AT11,0,,,,Amphétamine et dérivés,
171,,,,21.8,44.2,Beige,,,,,,,,,Non,,,,AT12,0,,,,Amphétamine et dérivés,
172,,,,21.8,44.2,Beige,,,,,,,,,Non,,,,AT13,0,,,,Amphétamine et dérivés,
249,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA1,,,Aucune,Demi,Amphétamine et dérivés,
250,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA2,,,Aucune,Demi,Amphétamine et dérivés,
251,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA3,,,Aucune,Demi,Amphétamine et dérivés,
252,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA4,,,Aucune,Demi,Amphétamine et dérivés,
253,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA5,,,Aucune,Demi,Amphétamine et dérivés,
254,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA6,,,Aucune,Demi,Amphétamine et dérivés,
255,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA7,,,Aucune,Demi,Amphétamine et dérivés,
256,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA8,,,Aucune,Demi,Amphétamine et dérivés,
257,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA9,,,Aucune,Demi,Amphétamine et dérivés,
258,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA10,,,Aucune,Demi,Amphétamine et dérivés,
259,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA11,,,Aucune,Demi,Amphétamine et dérivés,
260,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA12,,,Aucune,Demi,Amphétamine et dérivés,
261,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA13,,,Aucune,Demi,Amphétamine et dérivés,
262,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA14,,,Aucune,Demi,Amphétamine et dérivés,
263,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA15,,,Aucune,Demi,Amphétamine et dérivés,
264,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA16,,,Aucune,Demi,Amphétamine et dérivés,
265,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA17,,,Aucune,Demi,Amphétamine et dérivés,
266,35.5,,Non,,,,Orange,Orange,,4.8,Polygonale,9.1,10.9,,Oui,486.5,,3D,SA18,,,Aucune,Demi,Amphétamine et dérivés,
269,,,Oui,,,,Rose,Rose,,2,Autre,13,5,,Oui,438,,visage et 69,20_053972,,,Aucune,Demi,Amphétamine et dérivés,
270,,,Oui,,,,Rose,Rose,,2,Autre,13,5,,Oui,438,,visage et 69,20_053974-975,,,Aucune,Demi,Amphétamine et dérivés,
271,,,Oui,,,,Rose,Rose,,2,Autre,13,5,,Oui,438,,visage et 69,20_053976-977-978,,,Aucune,Demi,Amphétamine et dérivés,
272,,,Oui,,,,Rose,Rose,,2,Autre,13,5,,Oui,438,,visage et 69,20_053979-980-981,,,Aucune,Demi,Amphétamine et dérivés,
297,91,,,,,Translucide,,,,,,,,,Non,,,,24,0,,,,Amphétamine et dérivés,
336,22,,Non,,,,Vert,,11.18,4.17,Circulaire,,,,Oui,375,,VW SR,A19,,,Aucune,Aucune,Amphétamine et dérivés,
337,22,,Non,,,,Vert,,11.18,4.17,Circulaire,,,,Oui,375,,VW SR,S39,,,Aucune,Aucune,Amphétamine et dérivés,
343,31.6,,Non,,,,Rouge,,,6.4,Rectangulaire / Carré,7.07,11.63,,Oui,508,,Red Bull,1,,,Aucune,Demi,Amphétamine et dérivés,
344,47,,Non,,,,Orange,,,4.57,Autre,12.15,9.16,,Oui,409,,visage,3,,,Aucune,Demi,Amphétamine et dérivés,
373,51,,Non,,,,Jaune,Jaune,,4.92,Polygonale,11.72,8.6,,Oui,396,,visage,13,,,Aucune,Aucune,Amphétamine et dérivés,
395,33.6,,,,,Vert,,,,,,,,,Non,,,,5283,0,,,,Amphétamine et dérivés,
404,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,2,0,,,,Amphétamine et dérivés,
405,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,6,0,,,,Amphétamine et dérivés,
406,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,7,0,,,,Amphétamine et dérivés,
407,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,8,0,,,,Amphétamine et dérivés,
408,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,10,0,,,,Amphétamine et dérivés,
409,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,11,0,,,,Amphétamine et dérivés,
410,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,12,0,,,,Amphétamine et dérivés,
411,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,13,0,,,,Amphétamine et dérivés,
412,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,14,0,,,,Amphétamine et dérivés,
413,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,17,0,,,,Amphétamine et dérivés,
414,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,18,0,,,,Amphétamine et dérivés,
415,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,19,0,,,,Amphétamine et dérivés,
416,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,20,0,,,,Amphétamine et dérivés,
417,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,21,0,,,,Amphétamine et dérivés,
418,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,22,0,,,,Amphétamine et dérivés,
419,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,23,0,,,,Amphétamine et dérivés,
420,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,24,0,,,,Amphétamine et dérivés,
421,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,26,0,,,,Amphétamine et dérivés,
422,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,27,0,,,,Amphétamine et dérivés,
423,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,28,0,,,,Amphétamine et dérivés,
424,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,29,0,,,,Amphétamine et dérivés,
425,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,30,0,,,,Amphétamine et dérivés,
426,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,32,0,,,,Amphétamine et dérivés,
427,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,33,0,,,,Amphétamine et dérivés,
428,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,34,0,,,,Amphétamine et dérivés,
429,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,40,0,,,,Amphétamine et dérivés,
430,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,41,0,,,,Amphétamine et dérivés,
431,,,,46,49.2,Blanc Cassé,,,,,,,,,Non,,,,42,0,,,,Amphétamine et dérivés,
432,,,,34.7,62.6,Blanc Cassé,,,,,,,,,Non,,,,3,0,,,,Amphétamine et dérivés,
433,,,,34.7,62.6,Blanc Cassé,,,,,,,,,Non,,,,31,0,,,,Amphétamine et dérivés,
434,,,,52.2,44.7,Blanc Cassé,,,,,,,,,Non,,,,4,0,,,,Amphétamine et dérivés,
435,,,,52.2,44.7,Blanc Cassé,,,,,,,,,Non,,,,5,0,,,,Amphétamine et dérivés,
436,,,,52.2,44.7,Blanc Cassé,,,,,,,,,Non,,,,9,0,,,,Amphétamine et dérivés,
437,,,,52.2,44.7,Blanc Cassé,,,,,,,,,Non,,,,15,0,,,,Amphétamine et dérivés,
438,,,,52.2,44.7,Blanc Cassé,,,,,,,,,Non,,,,16,0,,,,Amphétamine et dérivés,
439,,,,52.2,44.7,Blanc Cassé,,,,,,,,,Non,,,,25,0,,,,Amphétamine et dérivés,
440,,,,17.7,11.3,Blanc Cassé,,,,,,,,,Non,,,,35,0,,,,Amphétamine et dérivés,
441,,,,17.7,11.3,Blanc Cassé,,,,,,,,,Non,,,,39,0,,,,Amphétamine et dérivés,
442,,,,14.5,11.1,Blanc Cassé,,,,,,,,,Non,,,,37,0,,,,Amphétamine et dérivés,
443,,,,14.5,11.1,Blanc Cassé,,,,,,,,,Non,,,,38,0,,,,Amphétamine et dérivés,
447,,,,30,58,Blanc Cassé,,,,,,,,,Non,,,,5293,0,,,,Amphétamine et dérivés,
456,0,,,,,Blanche,,,,,,,,34.8,Non,,,,3,0,,,,Amphétamine et dérivés,
457,7.5,,,,,Blanche,,,,,,,,51,Non,,,,C,0,,,,Amphétamine et dérivés,
459,97.7,,,,,Translucide,,,,,,,,,Non,,,,10,0,,,,Amphétamine et dérivés,
479,,,Non,,,,Vert,Vert,,5.1,Autre,14,10,,Oui,603,,tête de mort my brand,20_0660191,,,Aucune,Demi,Amphétamine et dérivés,
480,,,Non,,,,Vert,Vert,,5.1,Autre,14,10,,Oui,603,,tête de mort my brand,20_0660192,,,Aucune,Demi,Amphétamine et dérivés,
481,,,Non,,,,Vert,Vert,,5.1,Autre,14,10,,Oui,603,,tête de mort my brand,20_0660193,,,Aucune,Demi,Amphétamine et dérivés,
482,,,Non,,,,Vert,Vert,,5.1,Autre,14,10,,Oui,603,,tête de mort my brand,20_0660194,,,Aucune,Demi,Amphétamine et dérivés,
483,,,Non,,,,Vert,Vert,,5.1,Autre,14,10,,Oui,603,,tête de mort my brand,20_0660195,,,Aucune,Demi,Amphétamine et dérivés,
484,,,Non,,,,Vert,Vert,,5.1,Autre,14,10,,Oui,603,,tête de mort my brand,20_0660196,,,Aucune,Demi,Amphétamine et dérivés,
522,13,,Non,,,,Rose,,,2.05,Rectangulaire / Carré,7.22,13.71,,Oui,567,,NETFLIX,KI 6-1,,,Aucune,Demi,Amphétamine et dérivés,
523,13,,Non,,,,Rose,,,2.05,Rectangulaire / Carré,7.22,13.71,,Oui,567,,NETFLIX,KI 6-2,,,Aucune,Demi,Amphétamine et dérivés,
524,13,,Non,,,,Rose,,,2.05,Rectangulaire / Carré,7.22,13.71,,Oui,567,,NETFLIX,KI 6-3,,,Aucune,Demi,Amphétamine et dérivés,
538,42.8,,Non,,,,Rose,Rose,,4.3,Autre,14.72,10.68,,Oui,542,,visage recto + trump nl verso,12-1,,,Aucune,Demi,Amphétamine et dérivés,
556,93,,,,,Blanc Cassé,,,,,,,,,Non,,,,2-1,0,,,,Amphétamine et dérivés,
557,100,,,,,Blanc Cassé,,,,,,,,,Non,,,,2-2,0,,,,Amphétamine et dérivés,
558,99,,,,,Blanc Cassé,,,,,,,,,Non,,,,2-4,0,,,,Amphétamine et dérivés,
559,98,,,,,Blanc Cassé,,,,,,,,,Non,,,,2-5,0,,,,Amphétamine et dérivés,
560,89,,,,,Blanc Cassé,,,,,,,,,Non,,,,2-6,0,,,,Amphétamine et dérivés,
561,100,,,,,Blanc Cassé,,,,,,,,,Non,,,,2-3,0,,,,Amphétamine et dérivés,
612,,,Non,,0,,Rose,,,10.8,Triangulaire,10.57,5.63,,Oui,445,,mitsubishi,S1-R1,,,Aucune,Aucune,Amphétamine et dérivés,
613,,,Non,,0,,Rose,,,10.8,Triangulaire,10.57,5.63,,Oui,445,,mitsubishi,S1-R2,,,Aucune,Aucune,Amphétamine et dérivés,
614,,,Non,,0,,Rose,,,10.8,Triangulaire,10.57,5.63,,Oui,445,,mitsubishi,S1-R3,,,Aucune,Aucune,Amphétamine et dérivés,
615,,,Non,,0,,Rose,,,10.8,Triangulaire,10.57,5.63,,Oui,445,,mitsubishi,S1-R4,,,Aucune,Aucune,Amphétamine et dérivés,
616,,,Non,,0,,Rose,,,10.8,Triangulaire,10.57,5.63,,Oui,445,,mitsubishi,S1-R5,,,Aucune,Aucune,Amphétamine et dérivés,
617,,,Non,,0,,Rose,,,10.8,Triangulaire,10.57,5.63,,Oui,445,,mitsubishi,S1-V1,,,Aucune,Aucune,Amphétamine et dérivés,
618,,,Non,,0,,Rose,,,10.8,Triangulaire,10.57,5.63,,Oui,445,,mitsubishi,S1-V2,,,Aucune,Aucune,Amphétamine et dérivés,
619,,,Non,,0,,Rose,,,10.8,Triangulaire,10.57,5.63,,Oui,445,,mitsubishi,S1-V3,,,Aucune,Aucune,Amphétamine et dérivés,
620,,,Non,,0,,Rose,,,10.8,Triangulaire,10.57,5.63,,Oui,445,,mitsubishi,S1-V4,,,Aucune,Aucune,Amphétamine et dérivés,
621,,,Non,,0,,Rose,,,10.8,Triangulaire,10.57,5.63,,Oui,445,,mitsubishi,S1-V5,,,Aucune,Aucune,Amphétamine et dérivés,
623,21.1,,Non,,,,Vert,Vert,11.08,4.02,Circulaire,,,,Oui,404,,W (volkswag(n ) R,16-1 à 16-5,,,Aucune,Aucune,Amphétamine et dérivés,
624,21.3,,Non,,,,Vert,Vert,11.08,3.78,Circulaire,,,,Oui,401,,W (volkswagon)  PABLO ESCOBAR,16-6 à 16-10,,,Aucune,Demi,Amphétamine et dérivés,
625,25.2,,Non,,,,Blanche,Blanche,,5.13,Rectangulaire / Carré,6.08,12.18,,Oui,419,,Dmino 6-1,17-1,,,Aucune,Aucune,Amphétamine et dérivés,
626,25.2,,Non,,,,Blanche,Blanche,,5.13,Rectangulaire / Carré,6.08,12.18,,Oui,419,,Dmino 6-1,17-2,,,Aucune,Aucune,Amphétamine et dérivés,
627,25.2,,Non,,,,Blanche,Blanche,,5.13,Rectangulaire / Carré,6.08,12.18,,Oui,419,,Dmino 6-1,17-3 et 17-4,,,Aucune,Aucune,Amphétamine et dérivés,
628,28,,Non,,,,Blanche,Blanche,,4.97,Rectangulaire / Carré,6.08,12.19,,Oui,422,,domino,17-1 à 17-4,,,Aucune,Aucune,Amphétamine et dérivés,
632,42,,Non,,,,Jaune,,,5.59,Autre,12.05,7.56,,Oui,416,,skittles,1-1,,,Demi,Aucune,Amphétamine et dérivés,
633,42,,Non,,,,Jaune,,,5.59,Autre,12.05,7.56,,Oui,416,,skittles,1-2,,,Demi,Aucune,Amphétamine et dérivés,
652,51,,Non,,,,Blanche,,,5.1,Autre,12.1,8.3,,Oui,410,,maserati,11-1,,,Demi,Aucune,Amphétamine et dérivés,
653,51,,Non,,,,Blanche,,,5.1,Autre,12.1,8.3,,Oui,410,,maserati,11-2,,,Demi,Aucune,Amphétamine et dérivés,
721,26.3,,Non,,,,Grise,,,5.32,Triangulaire,10.09,10.61,,Oui,413,,Mitsubishi,1-1,,,Aucune,Aucune,Amphétamine et dérivés,
722,26.3,,Non,,,,Grise,,,5.32,Triangulaire,10.09,10.61,,Oui,413,,Mitsubishi,1-2,,,Aucune,Aucune,Amphétamine et dérivés,
723,26.3,,Non,,,,Grise,,,5.32,Triangulaire,10.09,10.61,,Oui,413,,Mitsubishi,1-3,,,Aucune,Aucune,Amphétamine et dérivés,
724,26.3,,Non,,,,Grise,,,5.32,Triangulaire,10.09,10.61,,Oui,413,,Mitsubishi,1-4,,,Aucune,Aucune,Amphétamine et dérivés,
725,26.3,,Non,,,,Grise,,,5.32,Triangulaire,10.09,10.61,,Oui,413,,Mitsubishi,1-5,,,Aucune,Aucune,Amphétamine et dérivés,
731,89,,,,,Beige,,,,,,,,,Non,,,,7,0,,,,Amphétamine et dérivés,
732,38,,Non,,6,,Bleue,,,5.85,Polygonale,8.9,10,,Oui,483,,PP,1-B1,,,Aucune,Aucune,Amphétamine et dérivés,
733,38,,Non,,6,,Bleue,,,5.85,Polygonale,8.9,10,,Oui,483,,PP,1-B2,,,Aucune,Aucune,Amphétamine et dérivés,
734,38,,Non,,6,,Bleue,,,5.85,Polygonale,8.9,10,,Oui,483,,PP,4-B1,,,Aucune,Aucune,Amphétamine et dérivés,
735,38,,Non,,6,,Bleue,,,5.85,Polygonale,8.9,10,,Oui,483,,PP,4-B2,,,Aucune,Aucune,Amphétamine et dérivés,
736,38,,Non,,6,,Bleue,,,5.85,Polygonale,8.9,10,,Oui,483,,PP,4-B3,,,Aucune,Aucune,Amphétamine et dérivés,
737,33,,Non,,4,,Grise,,,5.78,Polygonale,8.88,10.05,,Oui,444,,PP,1-G1,,,Aucune,Aucune,Amphétamine et dérivés,
738,33,,Non,,4,,Grise,,,5.78,Polygonale,8.88,10.05,,Oui,444,,PP,1-G2,,,Aucune,Aucune,Amphétamine et dérivés,
739,33,,Non,,4,,Grise,,,5.78,Polygonale,8.88,10.05,,Oui,444,,PP,1-G3,,,Aucune,Aucune,Amphétamine et dérivés,
740,33,,Non,,4,,Grise,,,5.78,Polygonale,8.88,10.05,,Oui,444,,PP,4-G1,,,Aucune,Aucune,Amphétamine et dérivés,
741,33,,Non,,4,,Grise,,,5.78,Polygonale,8.88,10.05,,Oui,444,,PP,4-G2,,,Aucune,Aucune,Amphétamine et dérivés,
773,32,,,,,Violet,,,,,,,,,Non,,,,PV1-1,0,,,,Amphétamine et dérivés,
774,32,,,,,Violet,,,,,,,,,Non,,,,PV1-2,0,,,,Amphétamine et dérivés,
775,32,,,,,Violet,,,,,,,,,Non,,,,PV1-3,0,,,,Amphétamine et dérivés,
776,32,,,,,Violet,,,,,,,,,Non,,,,PV1-4,0,,,,Amphétamine et dérivés,
777,32,,,,,Violet,,,,,,,,,Non,,,,PV1-5,0,,,,Amphétamine et dérivés,
787,32,,,,,Violet,,,,,,,,,Non,,,,PV,0,,,,Amphétamine et dérivés,
816,0,,,,,Blanche,,,,,,,,36.8,Non,,,,S1,0,,,,Amphétamine et dérivés,
817,0,,,,,Blanche,,,,,,,,36.8,Non,,,,S3,0,,,,Amphétamine et dérivés,
818,0,,,,,Blanche,,,,,,,,36.8,Non,,,,S5,0,,,,Amphétamine et dérivés,
819,0,,,,,Blanche,,,,,,,,36.8,Non,,,,S7,0,,,,Amphétamine et dérivés,
820,57.9,,Oui,,,,Vert,,,5.6,Autre,9.5,7.3,,Oui,250,,,4485,,,Aucune,Aucune,Amphétamine et dérivés,
835,42.3,,Non,,,,Rose,,,5.3,Autre,12.12,10.59,,Oui,547,,visage 6ix9ine 69,11-1,,,Aucune,Demi,Amphétamine et dérivés,
836,42.3,,Non,,,,Rose,,,5.3,Autre,12.12,10.59,,Oui,547,,visage 6ix9ine 69,11-2,,,Aucune,Demi,Amphétamine et dérivés,
837,42.3,,Non,,,,Rose,,,5.3,Autre,12.12,10.59,,Oui,547,,visage 6ix9ine 69,11-3,,,Aucune,Demi,Amphétamine et dérivés,
838,42.3,,Non,,,,Rose,,,5.3,Autre,12.12,10.59,,Oui,547,,visage 6ix9ine 69,11-4,,,Aucune,Demi,Amphétamine et dérivés,
839,40.6,,Non,,,,Vert,,,5.38,Autre,12.12,10.6,,Oui,506,,visage 6ix9ine 69,11-5,,,Aucune,Demi,Amphétamine et dérivés,
840,40.6,,Non,,,,Vert,,,5.38,Autre,12.12,10.6,,Oui,506,,visage 6ix9ine 69,11-6,,,Aucune,Demi,Amphétamine et dérivés,
843,39.7,,Non,,,,Beige,,,5.5,Autre,12.17,10.56,,Oui,538,,visage 6ix9ine 69,11-7,,,Aucune,Demi,Amphétamine et dérivés,
844,39.7,,Non,,,,Beige,,,5.5,Autre,12.17,10.56,,Oui,538,,visage 6ix9ine 69,11-8,,,Aucune,Demi,Amphétamine et dérivés,
846,40.7,,Non,,,,Grise,,,5.15,Autre,12.17,10.63,,Oui,511,,visage 6ix9ine 69,11-9,,,Aucune,Demi,Amphétamine et dérivés,
847,40.7,,Non,,,,Grise,,,5.15,Autre,12.17,10.63,,Oui,511,,visage 6ix9ine 69,11-10,,,Aucune,Demi,Amphétamine et dérivés,
848,54.3,,Non,,,,Jaune,,,4.79,Autre,7.55,12.05,,Oui,334,,Skittles NL,11-11,,,Aucune,Demi,Amphétamine et dérivés,
849,54.3,,Non,,,,Jaune,,,4.79,Autre,7.55,12.05,,Oui,334,,Skittles NL,11-12,,,Aucune,Demi,Amphétamine et dérivés,
850,54.3,,Non,,,,Jaune,,,4.79,Autre,7.55,12.05,,Oui,334,,Skittles NL,11-13,,,Aucune,Demi,Amphétamine et dérivés,
851,54.3,,Non,,,,Jaune,,,4.79,Autre,7.55,12.05,,Oui,334,,Skittles NL,11-14,,,Aucune,Demi,Amphétamine et dérivés,
852,57.5,,Non,,,,Violet,,,4.84,Autre,7.54,12.07,,Oui,340,,Skittles NL,11-15,,,Aucune,Demi,Amphétamine et dérivés,
853,57.5,,Non,,,,Violet,,,4.84,Autre,7.54,12.07,,Oui,340,,Skittles NL,11-16,,,Aucune,Demi,Amphétamine et dérivés,
854,57.5,,Non,,,,Violet,,,4.84,Autre,7.54,12.07,,Oui,340,,Skittles NL,11-17,,,Aucune,Demi,Amphétamine et dérivés,
855,57.5,,Non,,,,Violet,,,4.84,Autre,7.54,12.07,,Oui,340,,Skittles NL,11-18,,,Aucune,Demi,Amphétamine et dérivés,
856,55.7,,Non,,,,Rose,,,4.74,Autre,7.55,12.04,,Oui,336,,Skittles NL,11-19,,,Aucune,Demi,Amphétamine et dérivés,
857,55.7,,Non,,,,Rose,,,4.74,Autre,7.55,12.04,,Oui,336,,Skittles NL,11-20,,,Aucune,Demi,Amphétamine et dérivés,
880,32,,Non,,,,Bleue,Bleue,,4.85,Polygonale,13.14,10.96,,Non,523,,,3-1,,,Aucune,Demi,Amphétamine et dérivés,
881,32,,Non,,,,Bleue,Bleue,,4.85,Polygonale,13.14,10.96,,Non,523,,,3-2,,,Aucune,Demi,Amphétamine et dérivés,
882,32,,Non,,,,Bleue,Bleue,,4.85,Polygonale,13.14,10.96,,Non,523,,,3-3,,,Aucune,Demi,Amphétamine et dérivés,
883,32,,Non,,,,Bleue,Bleue,,4.85,Polygonale,13.14,10.96,,Non,523,,,3-4,,,Aucune,Demi,Amphétamine et dérivés,
884,32,,Non,,,,Bleue,Bleue,,4.85,Polygonale,13.14,10.96,,Non,523,,,3-5,,,Aucune,Demi,Amphétamine et dérivés,
885,55,,Non,,,,Jaune,Jaune,,5.14,Rectangulaire / Carré,9.09,9.09,,Non,488,,,7-1,,,Aucune,Demi,Amphétamine et dérivés,
886,55,,Non,,,,Jaune,Jaune,,5.14,Rectangulaire / Carré,9.09,9.09,,Non,488,,,7-2,,,Aucune,Demi,Amphétamine et dérivés,
887,55,,Non,,,,Jaune,Jaune,,5.14,Rectangulaire / Carré,9.09,9.09,,Non,488,,,7-3,,,Aucune,Demi,Amphétamine et dérivés,
