id,_3_4_methylene_dioxy_methylamphetamine,cafeine,couleur,heroine,noscapine,paracetamol
23117,,25,Beige,13,6,49
23118,,32,Beige,13,5,46
23119,,32,Beige,13,5,46
23125,,23,Beige,17,10,45
23126,,23,Beige,17,10,45
23130,,27,Beige,11,0,56
23131,,27,Beige,11,0,56
23132,,21,Beige,22,8,41
23133,,21,Beige,22,8,41
23138,,22,Beige,20,7,42
23139,,22,Beige,20,7,42
23140,,28,Beige,6,0,56
23141,,28,Beige,6,0,56
23144,,0,Marron,40,24,0
23145,,0,Marron,40,24,0
23152,,21,Beige,18,8,44
23153,,21,Beige,18,8,44
23160,,26,Beige,11,0,54
23161,,26,Beige,11,0,54
23162,,,Beige,53,29,
23163,,,Beige,53,29,
23166,,24,Marron,17,6,45
23167,,24,Marron,17,6,45
23170,,28,Beige,8,0,55
23171,,28,Beige,8,0,55
23174,,25,Beige,8,0,48
23175,,25,Beige,8,0,48
23178,,22,Beige,19,8,40
23179,,22,Beige,19,8,40
23182,,24,Beige,16,6,46
23183,,24,Beige,16,6,46
23186,,28,Beige,8,0,55
23187,,28,Beige,8,0,55
23191,,22,Beige,18,8,43
23192,,22,Beige,18,8,43
23198,,29,Beige,8,0,57
23199,,29,Beige,8,0,57
23206,,29,Beige,11,0,55
23207,,29,Beige,11,0,55
23214,,26,Beige,10,0,52
23215,,26,Beige,10,0,52
23221,,29,Beige,10,0,56
23222,,29,Beige,10,0,56
23230,,23,Beige,18,7,49
23231,,23,Beige,18,7,49
23236,,29,Beige,7,0,54
23237,,29,Beige,7,0,54
23240,,,Beige,64,18,
23241,,,Beige,64,18,
23246,,20,Beige,19,11,33
23247,,20,Beige,19,11,33
23431,,23.4,Beige,13.1,7.7,49.4
23434,,23.4,Beige,13.1,7.7,49.4
23598,,20,Beige,10,,50
23617,,,Beige,15,,
23620,,,Noir,15,25,
23758,,,Beige,15,,
23759,,,Beige,15,,
23760,,,Beige,15,,
23761,,,Beige,15,,
23762,,,Beige,15,,
23763,,,Beige,15,,
23764,,,Beige,15,,
23765,,,Beige,15,,
23766,,,Beige,15,,
23767,,,Beige,15,,
23768,,,Beige,15,,
23769,,,Beige,15,,
23770,,,Beige,15,,
23771,,,Beige,15,,
23772,,,Beige,,,
23852,,,Beige,10,,
23853,,,Beige,,,
23854,,,Beige,9,,
23867,,,Beige,39.2,,
23868,,,Beige,11.5,,
23869,,,Beige,72.6,,
23870,,,Beige,39.2,,
23871,,,Beige,10,,
23872,,,Beige,10,,
23873,,,Beige,10,,
23874,,,Beige,10,,
23883,,,Beige,15,,
23884,,,Beige,15,,
23885,,,Beige,15,,
23886,,,Beige,15,,
23887,,,Beige,15,,
23888,,,Beige,15,,
23889,,,Beige,10,,
23903,,,Beige,15,,
23904,,,Beige,15,,
23905,,,Beige,39.2,,
23910,,,Beige,39.2,,
23911,,,Beige,11.5,,
